support,itemsets
0.011287839917906618,"candy, whipped/sour cream"
0.014366341713699333,"canned beer, cream cheese "
0.014366341713699333,"canned beer, dessert"
0.012057465366854798,"canned beer, frozen meals"
0.012057465366854798,"canned beer, grapes"
0.01590559261159569,"canned beer, ham"
0.013340174448435094,"canned beer, hamburger meat"
0.01051821446895844,"hard cheese, canned beer"
0.014366341713699333,"canned beer, ice cream"
0.011544381734222679,"long life bakery product, canned beer"
0.015135967162647512,"canned beer, meat"
0.013083632632119035,"canned beer, misc. beverages"
0.013853258081067214,"canned beer, napkins"
0.011031298101590559,"oil, canned beer"
0.01616213442791175,"onions, canned beer"
0.01026167265264238,"canned beer, red/blush wine"
0.01026167265264238,"canned beer, specialty bar"
0.011031298101590559,"canned beer, specialty chocolate"
0.01616213442791175,"sugar, canned beer"
0.011031298101590559,"waffles, canned beer"
0.017957927142124165,"canned beer, white bread"
0.012057465366854798,"canned fish, other vegetables"
0.013596716264751155,"canned fish, rolls/buns"
0.0107747562852745,"canned fish, soda"
0.015135967162647512,"canned fish, whole milk"
0.011544381734222679,"whole milk, canned vegetables"
0.011031298101590559,"cat food, root vegetables"
0.011287839917906618,"cat food, sausage"
0.01564905079527963,"cat food, soda"
0.013596716264751155,"cat food, tropical fruit"
0.013596716264751155,"cat food, yogurt"
0.011031298101590559,"citrus fruit, chewing gum"
0.012314007183170857,"chewing gum, root vegetables"
0.010005130836326322,"chewing gum, sausage"
0.010005130836326322,"chewing gum, shopping bags"
0.014879425346331451,"soda, chewing gum"
0.012827090815802977,"chewing gum, tropical fruit"
0.012057465366854798,"chicken, coffee"
0.010005130836326322,"chicken, cream cheese "
0.01564905079527963,"chicken, curd"
0.01564905079527963,"chicken, domestic eggs"
0.016418676244227808,"chicken, frankfurter"
0.012827090815802977,"chicken, frozen vegetables"
0.018214468958440224,"chicken, fruit/vegetable juice"
0.01564905079527963,"chicken, margarine"
0.0107747562852745,"chicken, onions"
0.014879425346331451,"chicken, pork"
0.011800923550538737,"chicken, waffles"
0.011800923550538737,"chicken, white bread"
0.011287839917906618,"chocolate, coffee"
0.01026167265264238,"chocolate, curd"
0.012827090815802977,"chocolate, domestic eggs"
0.01718830169317599,"chocolate, frankfurter"
0.01051821446895844,"chocolate, frozen vegetables"
0.012057465366854798,"chocolate, margarine"
0.013596716264751155,"chocolate, newspapers"
0.011287839917906618,"chocolate, pork"
0.014109799897383273,"citrus fruit, cream cheese "
0.014366341713699333,"citrus fruit, frozen meals"
0.011544381734222679,"citrus fruit, grapes"
0.01590559261159569,"citrus fruit, ham"
0.0107747562852745,"citrus fruit, hard cheese"
0.011800923550538737,"citrus fruit, hygiene articles"
0.011800923550538737,"citrus fruit, ice cream"
0.013853258081067214,"citrus fruit, long life bakery product"
0.013083632632119035,"citrus fruit, meat"
0.011544381734222679,"citrus fruit, misc. beverages"
0.013596716264751155,"oil, citrus fruit"
0.014366341713699333,"citrus fruit, onions"
0.014109799897383273,"citrus fruit, salty snack"
0.01026167265264238,"citrus fruit, sliced cheese"
0.013083632632119035,"citrus fruit, specialty bar"
0.01564905079527963,"citrus fruit, specialty chocolate"
0.016675218060543867,"citrus fruit, sugar"
0.014366341713699333,"citrus fruit, waffles"
0.011544381734222679,"citrus fruit, white wine"
0.013853258081067214,"coffee, cream cheese "
0.01590559261159569,"coffee, curd"
0.010005130836326322,"coffee, dessert"
0.020010261672652643,"coffee, frankfurter"
0.013083632632119035,"frozen vegetables, coffee"
0.01564905079527963,"coffee, fruit/vegetable juice"
0.0107747562852745,"coffee, hamburger meat"
0.013596716264751155,"coffee, margarine"
0.010005130836326322,"coffee, misc. beverages"
0.0107747562852745,"coffee, napkins"
0.016675218060543867,"coffee, newspapers"
0.013596716264751155,"coffee, pork"
0.017957927142124165,"coffee, shopping bags"
0.01616213442791175,"coffee, whipped/sour cream"
0.01026167265264238,"white bread, coffee"
0.012314007183170857,"other vegetables, condensed milk"
0.01026167265264238,"rolls/buns, condensed milk"
0.013853258081067214,"whole milk, condensed milk"
0.012314007183170857,"cream cheese , curd"
0.011287839917906618,"cream cheese , dessert"
0.012827090815802977,"cream cheese , domestic eggs"
0.013083632632119035,"cream cheese , frankfurter"
0.011287839917906618,"frozen vegetables, cream cheese "
0.012314007183170857,"cream cheese , fruit/vegetable juice"
0.01051821446895844,"cream cheese , napkins"
0.01616213442791175,"cream cheese , newspapers"
0.01026167265264238,"onions, cream cheese "
0.015135967162647512,"cream cheese , pip fruit"
0.012314007183170857,"cream cheese , pork"
0.014622883530015392,"cream cheese , whipped/sour cream"
0.010005130836326322,"white bread, cream cheese "
0.011031298101590559,"dessert, curd"
0.012827090815802977,"frozen vegetables, curd"
0.011031298101590559,"curd, hamburger meat"
0.0107747562852745,"onions, curd"
0.011287839917906618,"curd, salty snack"
0.012314007183170857,"white bread, curd"
0.01026167265264238,"dessert, domestic eggs"
0.011544381734222679,"frozen vegetables, dessert"
0.012314007183170857,"dessert, fruit/vegetable juice"
0.011800923550538737,"dessert, margarine"
0.014109799897383273,"dessert, newspapers"
0.01590559261159569,"dessert, pip fruit"
0.011544381734222679,"dessert, pork"
0.01590559261159569,"dessert, shopping bags"
0.01539250897896357,"dessert, whipped/sour cream"
0.014109799897383273,"detergent, other vegetables"
0.012827090815802977,"rolls/buns, detergent"
0.0107747562852745,"soda, detergent"
0.0107747562852745,"detergent, tropical fruit"
0.017444843509492047,"whole milk, detergent"
0.011031298101590559,"yogurt, detergent"
0.010005130836326322,"whole milk, dish cleaner"
0.013083632632119035,"dishes, other vegetables"
0.011800923550538737,"dishes, rolls/buns"
0.019497178040020522,"dishes, whole milk"
0.010005130836326322,"dog food, whole milk"
0.01026167265264238,"frozen meals, domestic eggs"
0.01539250897896357,"frozen vegetables, domestic eggs"
0.011031298101590559,"ham, domestic eggs"
0.01026167265264238,"long life bakery product, domestic eggs"
0.01590559261159569,"margarine, domestic eggs"
0.011544381734222679,"napkins, domestic eggs"
0.011031298101590559,"oil, domestic eggs"
0.011287839917906618,"onions, domestic eggs"
0.012057465366854798,"salty snack, domestic eggs"
0.010005130836326322,"specialty bar, domestic eggs"
0.01026167265264238,"waffles, domestic eggs"
0.013596716264751155,"white bread, domestic eggs"
0.012827090815802977,"rolls/buns, flour"
0.011800923550538737,"soda, flour"
0.012827090815802977,"tropical fruit, flour"
0.014109799897383273,"yogurt, flour"
0.017957927142124165,"frozen vegetables, frankfurter"
0.011031298101590559,"frankfurter, grapes"
0.01051821446895844,"ham, frankfurter"
0.014366341713699333,"frankfurter, hamburger meat"
0.011544381734222679,"long life bakery product, frankfurter"
0.013083632632119035,"misc. beverages, frankfurter"
0.011287839917906618,"napkins, frankfurter"
0.013596716264751155,"onions, frankfurter"
0.017444843509492047,"frankfurter, pork"
0.0107747562852745,"frankfurter, salty snack"
0.0107747562852745,"frankfurter, specialty bar"
0.0107747562852745,"specialty chocolate, frankfurter"
0.011287839917906618,"sugar, frankfurter"
0.012314007183170857,"waffles, frankfurter"
0.013340174448435094,"white bread, frankfurter"
0.010005130836326322,"soda, frozen dessert"
0.012057465366854798,"whole milk, frozen dessert"
0.011800923550538737,"frozen fish, other vegetables"
0.014366341713699333,"frozen fish, whole milk"
0.0107747562852745,"frozen meals, fruit/vegetable juice"
0.01051821446895844,"frozen meals, newspapers"
0.011800923550538737,"frozen meals, pastry"
0.011800923550538737,"frozen meals, pip fruit"
0.014622883530015392,"frozen meals, root vegetables"
0.01590559261159569,"frozen meals, sausage"
0.011031298101590559,"frozen meals, shopping bags"
0.017701385325808106,"frozen meals, tropical fruit"
0.011287839917906618,"frozen meals, whipped/sour cream"
0.01539250897896357,"frozen vegetables, fruit/vegetable juice"
0.010005130836326322,"frozen vegetables, hamburger meat"
0.014109799897383273,"frozen vegetables, margarine"
0.012057465366854798,"frozen vegetables, napkins"
0.010005130836326322,"ham, fruit/vegetable juice"
0.011031298101590559,"hamburger meat, fruit/vegetable juice"
0.011800923550538737,"long life bakery product, fruit/vegetable juice"
0.018984094407388404,"margarine, fruit/vegetable juice"
0.01026167265264238,"napkins, fruit/vegetable juice"
0.016675218060543867,"newspapers, fruit/vegetable juice"
0.01051821446895844,"onions, fruit/vegetable juice"
0.018727552591072345,"pork, fruit/vegetable juice"
0.011031298101590559,"salty snack, fruit/vegetable juice"
0.012314007183170857,"sugar, fruit/vegetable juice"
0.011287839917906618,"pastry, grapes"
0.0107747562852745,"pip fruit, grapes"
0.014879425346331451,"root vegetables, grapes"
0.013853258081067214,"grapes, sausage"
0.015135967162647512,"tropical fruit, grapes"
0.012827090815802977,"ham, newspapers"
0.011800923550538737,"ham, pip fruit"
0.014622883530015392,"ham, sausage"
0.012827090815802977,"ham, shopping bags"
0.016418676244227808,"tropical fruit, ham"
0.012570548999486916,"ham, whipped/sour cream"
0.013083632632119035,"newspapers, hamburger meat"
0.013596716264751155,"pastry, hamburger meat"
0.012314007183170857,"pork, hamburger meat"
0.013596716264751155,"shopping bags, hamburger meat"
0.011287839917906618,"hard cheese, pip fruit"
0.016418676244227808,"hard cheese, root vegetables"
0.012057465366854798,"hard cheese, sausage"
0.012057465366854798,"hard cheese, shopping bags"
0.018727552591072345,"soda, hard cheese"
0.014879425346331451,"hard cheese, tropical fruit"
0.014879425346331451,"yogurt, hard cheese"
0.012314007183170857,"rolls/buns, herbs"
0.01026167265264238,"herbs, sausage"
0.011031298101590559,"soda, herbs"
0.015135967162647512,"yogurt, herbs"
0.010005130836326322,"newspapers, hygiene articles"
0.011031298101590559,"pastry, hygiene articles"
0.01051821446895844,"pip fruit, hygiene articles"
0.01590559261159569,"root vegetables, hygiene articles"
0.012570548999486916,"sausage, hygiene articles"
0.010005130836326322,"shopping bags, hygiene articles"
0.01693175987685993,"soda, hygiene articles"
0.012570548999486916,"tropical fruit, hygiene articles"
0.01564905079527963,"yogurt, hygiene articles"
0.011800923550538737,"ice cream, pastry"
0.012314007183170857,"ice cream, pip fruit"
0.014366341713699333,"ice cream, root vegetables"
0.01051821446895844,"ice cream, shopping bags"
0.013083632632119035,"ice cream, tropical fruit"
0.011287839917906618,"ice cream, whipped/sour cream"
0.01718830169317599,"yogurt, ice cream"
0.012827090815802977,"liquor, other vegetables"
0.011287839917906618,"liquor, rolls/buns"
0.0107747562852745,"liquor, soda"
0.016675218060543867,"liquor, whole milk"
0.01026167265264238,"liquor, yogurt"
0.014366341713699333,"long life bakery product, pastry"
0.013083632632119035,"long life bakery product, pip fruit"
0.012057465366854798,"long life bakery product, pork"
0.01718830169317599,"long life bakery product, root vegetables"
0.017957927142124165,"long life bakery product, sausage"
0.01693175987685993,"long life bakery product, tropical fruit"
0.0107747562852745,"long life bakery product, whipped/sour cream"
0.02052334530528476,"long life bakery product, yogurt"
0.011031298101590559,"napkins, margarine"
0.017444843509492047,"margarine, pork"
0.012314007183170857,"white bread, margarine"
0.011287839917906618,"meat, newspapers"
0.013853258081067214,"meat, pastry"
0.014109799897383273,"meat, pip fruit"
0.015135967162647512,"meat, sausage"
0.011031298101590559,"meat, shopping bags"
0.013083632632119035,"meat, whipped/sour cream"
0.01026167265264238,"misc. beverages, newspapers"
0.013340174448435094,"misc. beverages, pastry"
0.012570548999486916,"pip fruit, misc. beverages"
0.010005130836326322,"misc. beverages, pork"
0.013340174448435094,"root vegetables, misc. beverages"
0.014622883530015392,"misc. beverages, sausage"
0.01718830169317599,"soda, misc. beverages"
0.018214468958440224,"tropical fruit, misc. beverages"
0.014109799897383273,"whole milk, mustard"
0.013853258081067214,"napkins, newspapers"
0.01590559261159569,"napkins, pastry"
0.013340174448435094,"napkins, pip fruit"
0.013596716264751155,"napkins, pork"
0.01616213442791175,"napkins, shopping bags"
0.014622883530015392,"whipped/sour cream, napkins"
0.01026167265264238,"onions, newspapers"
0.014109799897383273,"salty snack, newspapers"
0.012314007183170857,"newspapers, specialty bar"
0.012314007183170857,"sugar, newspapers"
0.016418676244227808,"white bread, newspapers"
0.011287839917906618,"oil, pastry"
0.01051821446895844,"oil, pip fruit"
0.011544381734222679,"oil, pork"
0.012827090815802977,"oil, root vegetables"
0.012057465366854798,"oil, sausage"
0.01616213442791175,"oil, tropical fruit"
0.017444843509492047,"onions, pastry"
0.014622883530015392,"onions, pip fruit"
0.012057465366854798,"onions, pork"
0.014366341713699333,"onions, shopping bags"
0.013083632632119035,"onions, whipped/sour cream"
0.0107747562852745,"packaged fruit/vegetables, other vegetables"
0.011800923550538737,"pasta, other vegetables"
0.01026167265264238,"pet care, other vegetables"
0.014879425346331451,"pickled vegetables, other vegetables"
0.015135967162647512,"pot plants, other vegetables"
0.014366341713699333,"processed cheese, other vegetables"
0.010005130836326322,"seasonal products, other vegetables"
0.011544381734222679,"spread cheese, other vegetables"
0.017444843509492047,"white wine, other vegetables"
0.011544381734222679,"rolls/buns, packaged fruit/vegetables"
0.015135967162647512,"whole milk, packaged fruit/vegetables"
0.012827090815802977,"rolls/buns, pasta"
0.012314007183170857,"soda, pasta"
0.013596716264751155,"whole milk, pasta"
0.01051821446895844,"yogurt, pasta"
0.010005130836326322,"red/blush wine, pastry"
0.011031298101590559,"salty snack, pastry"
0.013083632632119035,"sliced cheese, pastry"
0.011800923550538737,"pastry, specialty bar"
0.012827090815802977,"specialty chocolate, pastry"
0.014622883530015392,"sugar, pastry"
0.015135967162647512,"waffles, pastry"
0.01693175987685993,"white bread, pastry"
0.01026167265264238,"rolls/buns, pet care"
0.012570548999486916,"rolls/buns, pickled vegetables"
0.0107747562852745,"root vegetables, pickled vegetables"
0.011800923550538737,"soda, pickled vegetables"
0.017701385325808106,"whole milk, pickled vegetables"
0.01026167265264238,"yogurt, pickled vegetables"
0.011800923550538737,"pip fruit, salty snack"
0.01026167265264238,"sliced cheese, pip fruit"
0.011031298101590559,"specialty chocolate, pip fruit"
0.014366341713699333,"sugar, pip fruit"
0.014622883530015392,"waffles, pip fruit"
0.016418676244227808,"white bread, pip fruit"
0.01026167265264238,"salty snack, pork"
0.010005130836326322,"waffles, pork"
0.012570548999486916,"white bread, pork"
0.013596716264751155,"pot plants, rolls/buns"
0.01564905079527963,"pot plants, whole milk"
0.015135967162647512,"rolls/buns, processed cheese"
0.011800923550538737,"processed cheese, root vegetables"
0.014109799897383273,"soda, processed cheese"
0.011031298101590559,"processed cheese, tropical fruit"
0.02103642893791688,"whole milk, processed cheese"
0.012570548999486916,"yogurt, processed cheese"
0.01539250897896357,"soda, red/blush wine"
0.011800923550538737,"yogurt, red/blush wine"
0.01026167265264238,"seasonal products, rolls/buns"
0.014879425346331451,"semi-finished bread, rolls/buns"
0.02077988712160082,"root vegetables, salty snack"
0.010005130836326322,"semi-finished bread, root vegetables"
0.014879425346331451,"sliced cheese, root vegetables"
0.011287839917906618,"root vegetables, soft cheese"
0.012314007183170857,"root vegetables, specialty bar"
0.013596716264751155,"specialty chocolate, root vegetables"
0.013596716264751155,"root vegetables, white wine"
0.011287839917906618,"whole milk, salt"
0.01616213442791175,"salty snack, sausage"
0.014879425346331451,"salty snack, shopping bags"
0.016418676244227808,"tropical fruit, salty snack"
0.011287839917906618,"whipped/sour cream, salty snack"
0.015135967162647512,"sliced cheese, sausage"
0.014622883530015392,"specialty bar, sausage"
0.013340174448435094,"specialty chocolate, sausage"
0.01590559261159569,"waffles, sausage"
0.013083632632119035,"white wine, sausage"
0.0107747562852745,"seasonal products, soda"
0.013340174448435094,"seasonal products, whole milk"
0.012314007183170857,"soda, semi-finished bread"
0.011544381734222679,"semi-finished bread, tropical fruit"
0.012570548999486916,"semi-finished bread, yogurt"
0.0107747562852745,"sliced cheese, shopping bags"
0.01051821446895844,"specialty bar, shopping bags"
0.01026167265264238,"specialty chocolate, shopping bags"
0.013340174448435094,"waffles, shopping bags"
0.011544381734222679,"sliced cheese, tropical fruit"
0.012057465366854798,"soda, soft cheese"
0.019240636223704463,"soda, specialty bar"
0.018214468958440224,"soda, white wine"
0.013853258081067214,"yogurt, soft cheese"
0.014109799897383273,"tropical fruit, specialty bar"
0.01564905079527963,"specialty chocolate, tropical fruit"
0.01051821446895844,"specialty chocolate, whipped/sour cream"
0.01590559261159569,"yogurt, specialty chocolate"
0.014366341713699333,"whole milk, spread cheese"
0.013340174448435094,"sugar, whipped/sour cream"
0.012570548999486916,"tropical fruit, white wine"
0.014109799897383273,"waffles, whipped/sour cream"
0.016418676244227808,"yogurt, white wine"
0.011287839917906618,"UHT-milk, bottled water, other vegetables"
0.012570548999486916,"UHT-milk, whole milk, bottled water"
0.017444843509492047,"UHT-milk, rolls/buns, other vegetables"
0.011800923550538737,"UHT-milk, other vegetables, sausage"
0.014366341713699333,"UHT-milk, yogurt, other vegetables"
0.01026167265264238,"UHT-milk, whole milk, pip fruit"
0.011800923550538737,"UHT-milk, soda, rolls/buns"
0.015135967162647512,"UHT-milk, whole milk, rolls/buns"
0.0107747562852745,"UHT-milk, yogurt, rolls/buns"
0.011287839917906618,"UHT-milk, whole milk, root vegetables"
0.011031298101590559,"UHT-milk, whole milk, sausage"
0.011031298101590559,"UHT-milk, whole milk, tropical fruit"
0.012827090815802977,"UHT-milk, whole milk, yogurt"
0.013083632632119035,"whole milk, beef, bottled beer"
0.013853258081067214,"beef, bottled water, other vegetables"
0.01051821446895844,"soda, beef, bottled water"
0.014366341713699333,"whole milk, beef, bottled water"
0.0107747562852745,"whole milk, beef, butter"
0.012314007183170857,"whole milk, beef, canned beer"
0.013596716264751155,"citrus fruit, beef, other vegetables"
0.01051821446895844,"rolls/buns, beef, citrus fruit"
0.010005130836326322,"citrus fruit, soda, beef"
0.01693175987685993,"citrus fruit, whole milk, beef"
0.0107747562852745,"whole milk, beef, curd"
0.011287839917906618,"whole milk, beef, frankfurter"
0.011800923550538737,"whole milk, beef, fruit/vegetable juice"
0.011031298101590559,"whole milk, beef, newspapers"
0.0107747562852745,"beef, pastry, other vegetables"
0.012570548999486916,"beef, pip fruit, other vegetables"
0.013853258081067214,"beef, root vegetables, other vegetables"
0.013853258081067214,"beef, other vegetables, sausage"
0.01051821446895844,"beef, other vegetables, shopping bags"
0.013340174448435094,"beef, tropical fruit, other vegetables"
0.012314007183170857,"beef, whipped/sour cream, other vegetables"
0.011544381734222679,"rolls/buns, beef, pastry"
0.014366341713699333,"whole milk, beef, pastry"
0.0107747562852745,"rolls/buns, beef, pip fruit"
0.012314007183170857,"soda, beef, pip fruit"
0.01564905079527963,"whole milk, beef, pip fruit"
0.012314007183170857,"rolls/buns, beef, root vegetables"
0.011800923550538737,"rolls/buns, beef, sausage"
0.014109799897383273,"rolls/buns, yogurt, beef"
0.012570548999486916,"soda, beef, root vegetables"
0.020010261672652643,"whole milk, beef, root vegetables"
0.012057465366854798,"yogurt, beef, root vegetables"
0.01590559261159569,"whole milk, beef, sausage"
0.012057465366854798,"yogurt, beef, sausage"
0.011544381734222679,"whole milk, beef, shopping bags"
0.011287839917906618,"soda, beef, tropical fruit"
0.014622883530015392,"soda, beef, yogurt"
0.01539250897896357,"whole milk, beef, tropical fruit"
0.01026167265264238,"yogurt, beef, tropical fruit"
0.014622883530015392,"whole milk, beef, whipped/sour cream"
0.01026167265264238,"berries, bottled water, other vegetables"
0.010005130836326322,"berries, soda, bottled water"
0.01051821446895844,"berries, whole milk, bottled water"
0.0107747562852745,"berries, pip fruit, other vegetables"
0.014879425346331451,"berries, rolls/buns, other vegetables"
0.012827090815802977,"berries, soda, other vegetables"
0.010005130836326322,"berries, tropical fruit, other vegetables"
0.019497178040020522,"berries, whole milk, other vegetables"
0.014366341713699333,"berries, yogurt, other vegetables"
0.0107747562852745,"berries, whole milk, pip fruit"
0.011287839917906618,"berries, soda, rolls/buns"
0.01693175987685993,"berries, whole milk, rolls/buns"
0.012057465366854798,"berries, whole milk, root vegetables"
0.01026167265264238,"berries, whole milk, sausage"
0.010005130836326322,"berries, whole milk, shopping bags"
0.01026167265264238,"berries, soda, tropical fruit"
0.014366341713699333,"berries, soda, whole milk"
0.011287839917906618,"berries, whole milk, tropical fruit"
0.01564905079527963,"berries, whole milk, yogurt"
0.013596716264751155,"rolls/buns, beverages, other vegetables"
0.012570548999486916,"soda, beverages, other vegetables"
0.013083632632119035,"whole milk, beverages, other vegetables"
0.011031298101590559,"yogurt, beverages, other vegetables"
0.011800923550538737,"soda, rolls/buns, beverages"
0.013340174448435094,"whole milk, rolls/buns, beverages"
