support,itemsets
0.038994356080041044,"UHT-milk, other vegetables"
0.014366341713699333,"UHT-milk, pastry"
0.01718830169317599,"UHT-milk, pip fruit"
0.0107747562852745,"UHT-milk, pork"
0.0310415597742432,"UHT-milk, rolls/buns"
0.02103642893791688,"root vegetables, UHT-milk"
0.018471010774756286,"sausage, UHT-milk"
0.016675218060543867,"UHT-milk, shopping bags"
0.02744997434581837,"UHT-milk, soda"
0.021549512570549,"UHT-milk, tropical fruit"
0.013853258081067214,"UHT-milk, whipped/sour cream"
0.040533606977937404,"whole milk, UHT-milk"
0.023345305284761416,"yogurt, UHT-milk"
0.015135967162647512,"baking powder, other vegetables"
0.012314007183170857,"baking powder, rolls/buns"
0.012314007183170857,"soda, baking powder"
0.015135967162647512,"whole milk, baking powder"
0.011800923550538737,"yogurt, baking powder"
0.011287839917906618,"berries, beef"
0.02077988712160082,"bottled beer, beef"
0.025910723447922012,"beef, bottled water"
0.018984094407388404,"brown bread, beef"
0.02052334530528476,"beef, butter"
0.0107747562852745,"beef, butter milk"
0.018727552591072345,"beef, canned beer"
0.011544381734222679,"beef, chicken"
0.014622883530015392,"beef, chocolate"
0.028989225243714726,"beef, citrus fruit"
0.013340174448435094,"coffee, beef"
0.01718830169317599,"beef, curd"
0.016418676244227808,"beef, domestic eggs"
0.020010261672652643,"beef, frankfurter"
0.01564905079527963,"beef, frozen vegetables"
0.019497178040020522,"fruit/vegetable juice, beef"
0.011031298101590559,"beef, hamburger meat"
0.01590559261159569,"beef, margarine"
0.010005130836326322,"beef, napkins"
0.020010261672652643,"newspapers, beef"
0.05079527963057978,"beef, other vegetables"
0.024628014366341714,"beef, pastry"
0.025141097998973832,"beef, pip fruit"
0.018214468958440224,"beef, pork"
0.040533606977937404,"beef, rolls/buns"
0.03309389430477168,"beef, root vegetables"
0.025654181631605953,"sausage, beef"
0.019497178040020522,"beef, shopping bags"
0.04284248332478194,"beef, soda"
0.028476141611082608,"beef, tropical fruit"
0.0107747562852745,"beef, waffles"
0.022575679835813236,"beef, whipped/sour cream"
0.012570548999486916,"beef, white bread"
0.06413545407901487,"beef, whole milk"
0.038481272447408926,"yogurt, beef"
0.016675218060543867,"bottled beer, berries"
0.019497178040020522,"berries, bottled water"
0.011031298101590559,"brown bread, berries"
0.01051821446895844,"berries, butter"
0.013853258081067214,"berries, canned beer"
0.014879425346331451,"berries, citrus fruit"
0.0107747562852745,"coffee, berries"
0.01026167265264238,"berries, curd"
0.013083632632119035,"berries, domestic eggs"
0.011031298101590559,"berries, frankfurter"
0.010005130836326322,"berries, frozen vegetables"
0.01564905079527963,"berries, fruit/vegetable juice"
0.013340174448435094,"newspapers, berries"
0.03694202154951257,"berries, other vegetables"
0.018214468958440224,"berries, pastry"
0.018214468958440224,"berries, pip fruit"
0.012827090815802977,"berries, pork"
0.028989225243714726,"berries, rolls/buns"
0.021549512570549,"berries, root vegetables"
0.017957927142124165,"sausage, berries"
0.017444843509492047,"berries, shopping bags"
0.028219599794766546,"berries, soda"
0.022319138019497177,"berries, tropical fruit"
0.01616213442791175,"berries, whipped/sour cream"
0.039250897896357106,"berries, whole milk"
0.024371472550025655,"yogurt, berries"
0.010005130836326322,"bottled beer, beverages"
0.014622883530015392,"bottled water, beverages"
0.011800923550538737,"brown bread, beverages"
0.011031298101590559,"canned beer, beverages"
0.01051821446895844,"beverages, citrus fruit"
0.01026167265264238,"curd, beverages"
0.0107747562852745,"newspapers, beverages"
0.028732683427398667,"other vegetables, beverages"
0.011800923550538737,"beverages, pastry"
0.012827090815802977,"beverages, pip fruit"
0.010005130836326322,"beverages, pork"
0.023601847101077475,"rolls/buns, beverages"
0.01693175987685993,"root vegetables, beverages"
0.015135967162647512,"sausage, beverages"
0.011031298101590559,"shopping bags, beverages"
0.02616726526423807,"soda, beverages"
0.01718830169317599,"beverages, tropical fruit"
0.012827090815802977,"beverages, whipped/sour cream"
0.01051821446895844,"white bread, beverages"
0.028219599794766546,"whole milk, beverages"
0.020266803488968702,"yogurt, beverages"
0.04027706516162134,"bottled beer, bottled water"
0.023601847101077475,"bottled beer, brown bread"
0.02103642893791688,"bottled beer, butter"
0.010005130836326322,"bottled beer, butter milk"
0.011287839917906618,"bottled beer, candy"
0.029758850692662903,"bottled beer, canned beer"
0.01026167265264238,"bottled beer, cat food"
0.01693175987685993,"bottled beer, chicken"
0.016675218060543867,"bottled beer, chocolate"
0.03155464340687532,"bottled beer, citrus fruit"
0.02103642893791688,"coffee, bottled beer"
0.017957927142124165,"bottled beer, cream cheese "
0.023088763468445357,"bottled beer, curd"
0.01539250897896357,"bottled beer, dessert"
0.024884556182657773,"bottled beer, domestic eggs"
0.024884556182657773,"bottled beer, frankfurter"
0.011544381734222679,"bottled beer, frozen meals"
0.017701385325808106,"bottled beer, frozen vegetables"
0.024114930733709596,"bottled beer, fruit/vegetable juice"
0.0107747562852745,"grapes, bottled beer"
0.014879425346331451,"bottled beer, ham"
0.017444843509492047,"bottled beer, hamburger meat"
0.011031298101590559,"bottled beer, hygiene articles"
0.0107747562852745,"bottled beer, ice cream"
0.012570548999486916,"bottled beer, long life bakery product"
0.023345305284761416,"bottled beer, margarine"
0.01026167265264238,"bottled beer, meat"
0.011800923550538737,"bottled beer, misc. beverages"
0.013340174448435094,"bottled beer, napkins"
0.02642380708055413,"bottled beer, newspapers"
0.012057465366854798,"oil, bottled beer"
0.014879425346331451,"bottled beer, onions"
0.06849666495638788,"bottled beer, other vegetables"
0.0336069779374038,"bottled beer, pastry"
0.033350436121087734,"bottled beer, pip fruit"
0.023858388917393534,"bottled beer, pork"
0.06310928681375064,"bottled beer, rolls/buns"
0.04284248332478194,"bottled beer, root vegetables"
0.013083632632119035,"bottled beer, salty snack"
0.039763981528989224,"sausage, bottled beer"
0.030271934325295024,"bottled beer, shopping bags"
0.05515649050795279,"bottled beer, soda"
0.011031298101590559,"specialty chocolate, bottled beer"
0.01026167265264238,"bottled beer, sugar"
0.04284248332478194,"bottled beer, tropical fruit"
0.01616213442791175,"bottled beer, waffles"
0.029245767060030785,"bottled beer, whipped/sour cream"
0.016675218060543867,"bottled beer, white bread"
0.08542842483324782,"bottled beer, whole milk"
0.04874294510005131,"bottled beer, yogurt"
0.03796818881477681,"brown bread, bottled water"
0.03309389430477168,"bottled water, butter"
0.016675218060543867,"butter milk, bottled water"
0.012057465366854798,"bottled water, candy"
0.03950743971267317,"bottled water, canned beer"
0.010005130836326322,"chewing gum, bottled water"
0.024884556182657773,"bottled water, chicken"
0.025141097998973832,"bottled water, chocolate"
0.04515135967162647,"bottled water, citrus fruit"
0.02616726526423807,"coffee, bottled water"
0.02052334530528476,"bottled water, cream cheese "
0.03309389430477168,"bottled water, curd"
0.02103642893791688,"bottled water, dessert"
0.03078501795792714,"bottled water, domestic eggs"
0.01026167265264238,"flour, bottled water"
0.037711646998460746,"bottled water, frankfurter"
0.01539250897896357,"bottled water, frozen meals"
0.02668034889687019,"bottled water, frozen vegetables"
0.026936890713186248,"fruit/vegetable juice, bottled water"
0.012827090815802977,"grapes, bottled water"
0.01718830169317599,"bottled water, ham"
0.020010261672652643,"bottled water, hamburger meat"
0.014109799897383273,"hard cheese, bottled water"
0.012314007183170857,"bottled water, hygiene articles"
0.01590559261159569,"bottled water, ice cream"
0.013853258081067214,"bottled water, long life bakery product"
0.028476141611082608,"bottled water, margarine"
0.015135967162647512,"bottled water, meat"
0.011800923550538737,"bottled water, misc. beverages"
0.02103642893791688,"bottled water, napkins"
0.0336069779374038,"newspapers, bottled water"
0.013596716264751155,"oil, bottled water"
0.01564905079527963,"bottled water, onions"
0.09389430477167779,"bottled water, other vegetables"
0.04361210877373012,"bottled water, pastry"
0.040533606977937404,"bottled water, pip fruit"
0.028219599794766546,"bottled water, pork"
0.011800923550538737,"bottled water, processed cheese"
0.0792714212416624,"bottled water, rolls/buns"
0.05413032324268856,"root vegetables, bottled water"
0.014109799897383273,"bottled water, salty snack"
0.04925602873268343,"sausage, bottled water"
0.04207285787583376,"bottled water, shopping bags"
0.012314007183170857,"bottled water, sliced cheese"
0.07619291944586967,"bottled water, soda"
0.014622883530015392,"bottled water, specialty bar"
0.01616213442791175,"specialty chocolate, bottled water"
0.020010261672652643,"bottled water, sugar"
0.05643919958953309,"bottled water, tropical fruit"
0.018214468958440224,"bottled water, waffles"
0.03540277065161621,"bottled water, whipped/sour cream"
0.02129297075423294,"bottled water, white bread"
0.11236531554643407,"whole milk, bottled water"
0.06644433042585941,"yogurt, bottled water"
0.017444843509492047,"brown bread, butter"
0.030015392508978965,"brown bread, canned beer"
0.01539250897896357,"brown bread, chicken"
0.013596716264751155,"brown bread, chocolate"
0.027963057978450487,"brown bread, citrus fruit"
0.017444843509492047,"coffee, brown bread"
0.014366341713699333,"brown bread, cream cheese "
0.020010261672652643,"brown bread, curd"
0.017444843509492047,"brown bread, dessert"
0.020010261672652643,"brown bread, domestic eggs"
0.022319138019497177,"brown bread, frankfurter"
0.011031298101590559,"brown bread, frozen meals"
0.016418676244227808,"brown bread, frozen vegetables"
0.02103642893791688,"brown bread, fruit/vegetable juice"
0.01051821446895844,"grapes, brown bread"
0.0107747562852745,"brown bread, ham"
0.011031298101590559,"brown bread, hamburger meat"
0.01590559261159569,"brown bread, margarine"
0.011287839917906618,"brown bread, meat"
0.01051821446895844,"brown bread, misc. beverages"
0.0107747562852745,"brown bread, napkins"
0.023601847101077475,"brown bread, newspapers"
0.012057465366854798,"brown bread, onions"
0.05977424320164187,"brown bread, other vegetables"
0.03129810159055926,"brown bread, pastry"
0.02744997434581837,"brown bread, pip fruit"
0.023088763468445357,"brown bread, pork"
0.05336069779374038,"brown bread, rolls/buns"
0.03386351975371986,"brown bread, root vegetables"
0.012057465366854798,"brown bread, salty snack"
0.03514622883530016,"sausage, brown bread"
0.0310415597742432,"brown bread, shopping bags"
0.04720369420215495,"brown bread, soda"
0.03463314520266803,"brown bread, tropical fruit"
0.01026167265264238,"brown bread, waffles"
0.02103642893791688,"brown bread, whipped/sour cream"
0.01616213442791175,"brown bread, white bread"
0.06977937403796819,"brown bread, whole milk"
0.04207285787583376,"yogurt, brown bread"
0.010005130836326322,"butter milk, butter"
0.024628014366341714,"canned beer, butter"
0.018984094407388404,"butter, chicken"
0.012057465366854798,"butter, chocolate"
0.026936890713186248,"butter, citrus fruit"
0.018214468958440224,"coffee, butter"
0.01539250897896357,"butter, cream cheese "
0.01616213442791175,"butter, curd"
0.011031298101590559,"butter, dessert"
0.016418676244227808,"butter, domestic eggs"
0.02180605438686506,"butter, frankfurter"
0.012827090815802977,"butter, frozen vegetables"
0.019497178040020522,"fruit/vegetable juice, butter"
0.010005130836326322,"butter, ham"
0.01051821446895844,"butter, ice cream"
0.018471010774756286,"butter, margarine"
0.0107747562852745,"butter, meat"
0.011287839917906618,"butter, napkins"
0.023088763468445357,"newspapers, butter"
0.01051821446895844,"butter, onions"
0.05720882503848127,"butter, other vegetables"
0.025910723447922012,"butter, pastry"
0.023345305284761416,"butter, pip fruit"
0.016418676244227808,"butter, pork"
0.049512570548999484,"butter, rolls/buns"
0.03309389430477168,"root vegetables, butter"
0.012570548999486916,"butter, salty snack"
0.032837352488455616,"sausage, butter"
0.025141097998973832,"butter, shopping bags"
0.0443817342226783,"butter, soda"
0.0310415597742432,"butter, tropical fruit"
0.02103642893791688,"butter, whipped/sour cream"
0.013340174448435094,"butter, white bread"
0.06618778860954336,"whole milk, butter"
0.044894817855310416,"yogurt, butter"
0.011800923550538737,"butter milk, canned beer"
0.011800923550538737,"butter milk, citrus fruit"
0.011287839917906618,"butter milk, domestic eggs"
0.010005130836326322,"butter milk, frankfurter"
0.02744997434581837,"butter milk, other vegetables"
0.013853258081067214,"butter milk, pastry"
0.02539763981528989,"butter milk, rolls/buns"
0.01693175987685993,"butter milk, root vegetables"
0.012314007183170857,"sausage, butter milk"
0.015135967162647512,"butter milk, shopping bags"
0.020266803488968702,"butter milk, soda"
0.01564905079527963,"butter milk, tropical fruit"
0.011544381734222679,"butter milk, whipped/sour cream"
0.03155464340687532,"butter milk, whole milk"
0.020010261672652643,"yogurt, butter milk"
0.012314007183170857,"whole milk, cake bar"
0.012057465366854798,"candy, canned beer"
0.013853258081067214,"candy, citrus fruit"
0.023088763468445357,"candy, other vegetables"
0.011031298101590559,"candy, pastry"
0.012570548999486916,"candy, pip fruit"
0.021549512570549,"candy, rolls/buns"
0.013853258081067214,"root vegetables, candy"
0.012827090815802977,"sausage, candy"
0.0107747562852745,"candy, shopping bags"
0.018984094407388404,"candy, soda"
0.01616213442791175,"candy, tropical fruit"
0.011287839917906618,"candy, whipped/sour cream"
0.029245767060030785,"whole milk, candy"
0.019753719856336584,"yogurt, candy"
0.019240636223704463,"canned beer, chicken"
0.01718830169317599,"canned beer, chocolate"
0.034120061570035914,"canned beer, citrus fruit"
0.02103642893791688,"coffee, canned beer"
0.014366341713699333,"canned beer, cream cheese "
0.024628014366341714,"canned beer, curd"
0.014366341713699333,"canned beer, dessert"
0.025654181631605953,"canned beer, domestic eggs"
0.02744997434581837,"canned beer, frankfurter"
0.012057465366854798,"canned beer, frozen meals"
0.024114930733709596,"canned beer, frozen vegetables"
0.024371472550025655,"fruit/vegetable juice, canned beer"
0.012057465366854798,"grapes, canned beer"
0.01590559261159569,"canned beer, ham"
0.013340174448435094,"canned beer, hamburger meat"
0.01051821446895844,"hard cheese, canned beer"
0.014366341713699333,"canned beer, ice cream"
0.011544381734222679,"canned beer, long life bakery product"
0.024628014366341714,"canned beer, margarine"
0.015135967162647512,"canned beer, meat"
0.013083632632119035,"canned beer, misc. beverages"
0.013853258081067214,"canned beer, napkins"
0.028219599794766546,"newspapers, canned beer"
0.011031298101590559,"oil, canned beer"
0.01616213442791175,"canned beer, onions"
0.0672139558748076,"canned beer, other vegetables"
0.03796818881477681,"canned beer, pastry"
0.03129810159055926,"canned beer, pip fruit"
0.023601847101077475,"canned beer, pork"
0.01026167265264238,"canned beer, red/blush wine"
0.06670087224217547,"canned beer, rolls/buns"
0.04746023601847101,"root vegetables, canned beer"
0.01718830169317599,"canned beer, salty snack"
0.03796818881477681,"sausage, canned beer"
0.0336069779374038,"canned beer, shopping bags"
0.054643406875320676,"canned beer, soda"
0.01026167265264238,"canned beer, specialty bar"
0.011031298101590559,"specialty chocolate, canned beer"
0.01616213442791175,"canned beer, sugar"
0.04232939969214982,"canned beer, tropical fruit"
0.011031298101590559,"canned beer, waffles"
0.028219599794766546,"canned beer, whipped/sour cream"
0.017957927142124165,"canned beer, white bread"
0.08722421754746024,"whole milk, canned beer"
0.051821446895844024,"yogurt, canned beer"
0.012057465366854798,"other vegetables, canned fish"
0.013596716264751155,"canned fish, rolls/buns"
0.0107747562852745,"soda, canned fish"
0.015135967162647512,"whole milk, canned fish"
0.011544381734222679,"whole milk, canned vegetables"
0.024114930733709596,"cat food, other vegetables"
0.018984094407388404,"cat food, rolls/buns"
0.011031298101590559,"cat food, root vegetables"
0.011287839917906618,"sausage, cat food"
0.01564905079527963,"cat food, soda"
0.013596716264751155,"cat food, tropical fruit"
0.024371472550025655,"cat food, whole milk"
0.013596716264751155,"yogurt, cat food"
0.011031298101590559,"chewing gum, citrus fruit"
0.02052334530528476,"chewing gum, other vegetables"
0.017957927142124165,"chewing gum, rolls/buns"
0.012314007183170857,"chewing gum, root vegetables"
0.010005130836326322,"chewing gum, sausage"
0.010005130836326322,"chewing gum, shopping bags"
0.014879425346331451,"chewing gum, soda"
0.012827090815802977,"chewing gum, tropical fruit"
0.025654181631605953,"chewing gum, whole milk"
0.017701385325808106,"chewing gum, yogurt"
0.023345305284761416,"citrus fruit, chicken"
0.012057465366854798,"coffee, chicken"
0.010005130836326322,"cream cheese , chicken"
0.01564905079527963,"curd, chicken"
0.01564905079527963,"domestic eggs, chicken"
0.016418676244227808,"chicken, frankfurter"
0.012827090815802977,"frozen vegetables, chicken"
0.018214468958440224,"fruit/vegetable juice, chicken"
0.01564905079527963,"margarine, chicken"
0.019497178040020522,"newspapers, chicken"
0.0107747562852745,"onions, chicken"
0.03873781426372499,"other vegetables, chicken"
0.02103642893791688,"chicken, pastry"
0.020010261672652643,"pip fruit, chicken"
0.014879425346331451,"pork, chicken"
0.04232939969214982,"rolls/buns, chicken"
0.024371472550025655,"root vegetables, chicken"
0.023601847101077475,"sausage, chicken"
0.019753719856336584,"shopping bags, chicken"
0.0336069779374038,"soda, chicken"
0.024884556182657773,"tropical fruit, chicken"
0.011800923550538737,"waffles, chicken"
0.017701385325808106,"chicken, whipped/sour cream"
0.011800923550538737,"white bread, chicken"
0.05002565418163161,"whole milk, chicken"
0.0310415597742432,"yogurt, chicken"
0.018984094407388404,"chocolate, citrus fruit"
0.011287839917906618,"coffee, chocolate"
0.01026167265264238,"chocolate, curd"
0.012827090815802977,"chocolate, domestic eggs"
0.01718830169317599,"chocolate, frankfurter"
0.01051821446895844,"chocolate, frozen vegetables"
0.014366341713699333,"fruit/vegetable juice, chocolate"
0.012057465366854798,"chocolate, margarine"
0.013596716264751155,"newspapers, chocolate"
0.038481272447408926,"chocolate, other vegetables"
0.01718830169317599,"chocolate, pastry"
0.019240636223704463,"chocolate, pip fruit"
0.011287839917906618,"chocolate, pork"
0.03745510518214469,"chocolate, rolls/buns"
0.020010261672652643,"root vegetables, chocolate"
0.023858388917393534,"sausage, chocolate"
0.01539250897896357,"chocolate, shopping bags"
0.029502308876346844,"chocolate, soda"
0.024371472550025655,"chocolate, tropical fruit"
0.01590559261159569,"chocolate, whipped/sour cream"
0.04797331965110313,"whole milk, chocolate"
0.032067727039507436,"yogurt, chocolate"
0.02180605438686506,"coffee, citrus fruit"
0.014109799897383273,"cream cheese , citrus fruit"
0.025654181631605953,"curd, citrus fruit"
0.018214468958440224,"citrus fruit, dessert"
0.024114930733709596,"domestic eggs, citrus fruit"
0.029758850692662903,"citrus fruit, frankfurter"
0.014366341713699333,"frozen meals, citrus fruit"
0.024884556182657773,"frozen vegetables, citrus fruit"
0.02719343252950231,"fruit/vegetable juice, citrus fruit"
0.011544381734222679,"grapes, citrus fruit"
0.01590559261159569,"ham, citrus fruit"
0.018727552591072345,"hamburger meat, citrus fruit"
0.0107747562852745,"hard cheese, citrus fruit"
0.011800923550538737,"hygiene articles, citrus fruit"
0.011800923550538737,"citrus fruit, ice cream"
0.013853258081067214,"citrus fruit, long life bakery product"
0.024114930733709596,"margarine, citrus fruit"
0.013083632632119035,"meat, citrus fruit"
0.011544381734222679,"citrus fruit, misc. beverages"
0.018984094407388404,"napkins, citrus fruit"
0.028732683427398667,"newspapers, citrus fruit"
0.013596716264751155,"oil, citrus fruit"
0.014366341713699333,"onions, citrus fruit"
0.07747562852744998,"other vegetables, citrus fruit"
0.03719856336582863,"citrus fruit, pastry"
0.034120061570035914,"citrus fruit, pip fruit"
0.02539763981528989,"pork, citrus fruit"
0.07183170856849666,"rolls/buns, citrus fruit"
0.045664443304258596,"root vegetables, citrus fruit"
0.014109799897383273,"citrus fruit, salty snack"
0.039250897896357106,"sausage, citrus fruit"
0.03540277065161621,"shopping bags, citrus fruit"
0.01026167265264238,"sliced cheese, citrus fruit"
0.06516162134427912,"soda, citrus fruit"
0.013083632632119035,"specialty bar, citrus fruit"
0.01564905079527963,"specialty chocolate, citrus fruit"
0.016675218060543867,"citrus fruit, sugar"
0.04643406875320677,"citrus fruit, tropical fruit"
0.014366341713699333,"waffles, citrus fruit"
0.029502308876346844,"citrus fruit, whipped/sour cream"
0.018984094407388404,"white bread, citrus fruit"
0.011544381734222679,"white wine, citrus fruit"
0.09235505387378143,"whole milk, citrus fruit"
0.05823499230374551,"yogurt, citrus fruit"
0.013853258081067214,"coffee, cream cheese "
0.01590559261159569,"coffee, curd"
0.010005130836326322,"coffee, dessert"
0.02103642893791688,"coffee, domestic eggs"
0.020010261672652643,"coffee, frankfurter"
0.013083632632119035,"coffee, frozen vegetables"
0.01564905079527963,"coffee, fruit/vegetable juice"
0.0107747562852745,"coffee, hamburger meat"
0.013596716264751155,"coffee, margarine"
0.010005130836326322,"coffee, misc. beverages"
0.0107747562852745,"coffee, napkins"
0.016675218060543867,"coffee, newspapers"
0.04925602873268343,"coffee, other vegetables"
0.02129297075423294,"coffee, pastry"
0.023858388917393534,"coffee, pip fruit"
0.013596716264751155,"coffee, pork"
0.04284248332478194,"coffee, rolls/buns"
0.028219599794766546,"coffee, root vegetables"
0.02539763981528989,"coffee, sausage"
0.017957927142124165,"coffee, shopping bags"
0.043099025141098,"coffee, soda"
0.03258081067213956,"coffee, tropical fruit"
0.01616213442791175,"coffee, whipped/sour cream"
0.01026167265264238,"coffee, white bread"
0.05515649050795279,"coffee, whole milk"
0.03617239610056439,"coffee, yogurt"
0.012314007183170857,"other vegetables, condensed milk"
0.01026167265264238,"rolls/buns, condensed milk"
0.013853258081067214,"whole milk, condensed milk"
0.012314007183170857,"curd, cream cheese "
0.011287839917906618,"cream cheese , dessert"
0.012827090815802977,"domestic eggs, cream cheese "
0.013083632632119035,"cream cheese , frankfurter"
0.011287839917906618,"frozen vegetables, cream cheese "
0.012314007183170857,"fruit/vegetable juice, cream cheese "
0.01051821446895844,"napkins, cream cheese "
0.01616213442791175,"newspapers, cream cheese "
0.01026167265264238,"onions, cream cheese "
0.03950743971267317,"other vegetables, cream cheese "
0.018471010774756286,"cream cheese , pastry"
0.015135967162647512,"cream cheese , pip fruit"
0.012314007183170857,"cream cheese , pork"
0.03309389430477168,"cream cheese , rolls/buns"
0.02539763981528989,"root vegetables, cream cheese "
0.02077988712160082,"sausage, cream cheese "
0.020010261672652643,"shopping bags, cream cheese "
0.030015392508978965,"soda, cream cheese "
0.024628014366341714,"cream cheese , tropical fruit"
0.014622883530015392,"cream cheese , whipped/sour cream"
0.010005130836326322,"cream cheese , white bread"
0.04771677783478707,"whole milk, cream cheese "
0.028989225243714726,"yogurt, cream cheese "
0.011031298101590559,"curd, dessert"
0.018214468958440224,"curd, domestic eggs"
0.019753719856336584,"curd, frankfurter"
0.012827090815802977,"curd, frozen vegetables"
0.018984094407388404,"fruit/vegetable juice, curd"
0.011031298101590559,"hamburger meat, curd"
0.018471010774756286,"curd, margarine"
0.019497178040020522,"newspapers, curd"
0.0107747562852745,"curd, onions"
0.05156490507952796,"curd, other vegetables"
0.02719343252950231,"curd, pastry"
0.022062596203181118,"curd, pip fruit"
0.02077988712160082,"curd, pork"
0.05002565418163161,"curd, rolls/buns"
0.030015392508978965,"root vegetables, curd"
0.011287839917906618,"curd, salty snack"
0.032067727039507436,"sausage, curd"
0.023601847101077475,"curd, shopping bags"
0.043099025141098,"curd, soda"
0.03642893791688045,"curd, tropical fruit"
0.021549512570549,"curd, whipped/sour cream"
0.012314007183170857,"curd, white bread"
0.06362237044638276,"whole milk, curd"
0.04027706516162134,"yogurt, curd"
0.01026167265264238,"domestic eggs, dessert"
0.011544381734222679,"frozen vegetables, dessert"
0.012314007183170857,"fruit/vegetable juice, dessert"
0.011800923550538737,"margarine, dessert"
0.014109799897383273,"newspapers, dessert"
0.03591585428424833,"other vegetables, dessert"
0.018727552591072345,"dessert, pastry"
0.01590559261159569,"pip fruit, dessert"
0.011544381734222679,"pork, dessert"
0.03540277065161621,"rolls/buns, dessert"
0.025141097998973832,"root vegetables, dessert"
0.022062596203181118,"sausage, dessert"
0.01590559261159569,"shopping bags, dessert"
0.029502308876346844,"soda, dessert"
0.023088763468445357,"dessert, tropical fruit"
0.01539250897896357,"dessert, whipped/sour cream"
0.04079014879425346,"whole milk, dessert"
0.02719343252950231,"yogurt, dessert"
0.014109799897383273,"detergent, other vegetables"
0.012827090815802977,"detergent, rolls/buns"
